"blk_group10","blk_group20","weight"
"360470370003","360470370003",1
"360470370004","360470370004",1
"360470371001","360470371001",1
"360470371002","360470371002",1
"360470371003","360470371003",1
"360470371004","360470371004",1
"360470371005","360470371005",1
"360470373001","360470373001",1
"360470373002","360470373002",1
"360470373003","360470373003",1
"360470373004","360470373004",1
"360470374011","360470374012",0.607891491985203
"360470374011","360470374013",0.392108508014797
"360470374012","360470374011",0.519607843137255
"360470374012","360470374014",0.480392156862745
"360470374013","360470374015",1
"360470374021","360470374021",1
"360470374022","360470374022",1
"360470374023","360470374023",1
"360470374024","360470374024",1
"360470375001","360470375001",1
"360470375002","360470375002",1
"360470375003","360470375003",1
"360470377001","360470377001",1
"360470377002","360470377002",1
"360470377003","360470377003",1
"360470377004","360470377004",1
"360470379001","360470379001",1
"360470379002","360470379002",1
"360470379003","360470379003",1
"360470381001","360470381001",1
"360470381002","360470381002",1
"360470381003","360470381003",1
"360470381004","360470381004",1
"360470382001","360470382001",1
"360470382002","360470382002",1
"360470382003","360470382003",1
"360470383001","360470383001",1
"360470383002","360470383002",1
"360470383003","360470383003",1
"360470383004","360470383004",1
"360470385001","360470385001",1
"360470385002","360470385002",1
"360470385003","360470385003",1
"360470385004","360470385004",1
"360470386001","360470386001",1
"360470386002","360470386002",1
"360470387001","360470387001",1
"360470387002","360470387002",1
"360470387003","360470387003",1
"360470387004","360470387004",1
"360470388001","360470388001",1
"360470388002","360470388002",1
"360470388003","360470388003",1
"360470388004","360470388004",1
"360470389001","360470389001",1
"360470389002","360470389002",1
"360470389003","360470389003",1
"360470390001","360470390001",1
"360470390002","360470390002",1
"360470391001","360470391001",1
"360470391002","360470391002",1
"360470392001","360470392001",1
"360470392002","360470392002",1
"360470393001","360470393001",1
"360470393002","360470393002",1
"360470393003","360470393003",1
"360470394001","360470394001",1
"360470394002","360470394002",1
"360470394003","360470394003",1
"360470395001","360470395001",1
"360470395002","360470395002",1
"360470395003","360470395003",1
"360470396001","360470396001",1
"360470396002","360470396002",1
"360470397001","360470397001",1
"360470397002","360470397002",1
"360470397003","360470397003",1
"360470398001","360470398001",1
"360470398002","360470398002",1
"360470399001","360470399001",1
"360470399002","360470399002",1
"360470399003","360470399003",1
"360470400001","360470400001",1
"360470400002","360470400002",1
"360470400003","360470400003",1
"360470401001","360470401001",1
"360470401002","360470401002",1
"360470401003","360470401003",1
"360470402001","360470402003",0.575414781297134
"360470402001","360470402004",0.424585218702866
"360470402002","360470402001",0
"360470402002","360470402002",0.721357850070721
"360470402002","360470402004",0.278642149929279
"360470403001","360470403001",1
"360470403002","360470403002",1
"360470403003","360470403003",1
"360470404001","360470404001",1
"360470404002","360470404002",1
"360470405001","360470405001",1
"360470405002","360470405002",1
"360470406001","360470406001",1
"360470406002","360470406002",1
"360470406003","360470406003",1
"360470407001","360470407001",1
"360470408001","360470408001",1
"360470408002","360470408002",1
"360470408003","360470408003",1
"360470409001","360470409001",1
"360470409002","360470409002",1
"360470409003","360470409003",1
"360470410001","360470410001",1
"360470410002","360470410002",1
"360470411001","360470411001",1
"360470411002","360470411002",1
"360470411003","360470411003",1
"360470412001","360470412001",1
"360470412002","360470412002",1
"360470413001","360470413001",1
"360470413002","360470413002",1
"360470413003","360470413003",1
"360470414011","360470414011",1
"360470414012","360470414012",1
"360470414021","360470414021",1
"360470414022","360470414022",1
"360470415001","360470415001",1
"360470415002","360470415002",1
"360470415003","360470415003",1
"360470416001","360470416001",1
"360470416002","360470416002",1
"360470417001","360470417001",1
"360470417002","360470417002",1
"360470417003","360470417003",1
"360470417004","360470417004",1
"360470418001","360470418001",1
"360470418002","360470418002",1
"360470419001","360470419001",1
"360470419002","360470419002",1
"360470419003","360470419003",1
"360470420001","360470420001",1
"360470420002","360470420002",1
"360470421001","360470421001",1
"360470421002","360470421002",1
"360470421003","360470421003",1
"360470421004","360470421004",1
"360470422001","360470422001",1
"360470422002","360470422002",1
"360470422003","360470422003",1
"360470423001","360470423001",1
"360470423002","360470423002",1
"360470423003","360470423003",1
"360470424001","360470424001",1
"360470424002","360470424002",1
"360470424003","360470424003",1
"360470425001","360470425001",1
"360470425002","360470425002",1
"360470425003","360470425003",1
"360470426001","360470426001",1
"360470426002","360470426002",1
"360470426003","360470426003",1
"360470427001","360470427001",1
"360470427002","360470427002",1
"360470427003","360470427003",1
"360470427004","360470427004",1
"360470428001","360470428001",1
"360470428002","360470428002",1
"360470428003","360470428003",1
"360470429001","360470429001",1
"360470429002","360470429002",1
"360470429003","360470429003",1
"360470429004","360470429004",1
"360470430001","360470430001",1
"360470430002","360470430002",1
"360470430003","360470430003",1
"360470431001","360470431001",1
"360470431002","360470431002",1
"360470431003","360470431003",1
"360470431004","360470431004",1
"360470432001","360470432001",1
"360470432002","360470432002",1
"360470432003","360470432003",1
"360470433001","360470433001",1
"360470433002","360470433002",1
"360470433003","360470433003",1
"360470434001","360470434001",1
"360470434002","360470434002",1
"360470434002","360470434003",0
"360470434003","360470434003",1
"360470435001","360470435001",1
"360470435002","360470435002",1
"360470435003","360470435003",1
"360470436001","360470436001",1
"360470436002","360470436002",1
"360470436003","360470436003",1
"360470437001","360470437001",1
"360470437002","360470437002",1
"360470437003","360470437003",1
"360470437004","360470437004",1
"360470438001","360470438001",1
"360470438002","360470438002",1
"360470439001","360470439001",1
"360470439002","360470439002",1
"360470439003","360470439003",1
"360470440001","360470440001",1
"360470440002","360470440002",1
"360470440003","360470440003",1
"360470441001","360470441001",1
"360470441002","360470441002",1
"360470441003","360470441003",1
"360470442001","360470442001",1
"360470442002","360470442002",1
"360470443001","360470443001",1
"360470443002","360470443002",1
"360470443003","360470443003",1
"360470443004","360470443004",1
"360470444001","360470444001",1
"360470444002","360470444002",1
"360470444003","360470444003",1
"360470445001","360470445001",1
"360470445002","360470445002",1
"360470445003","360470445003",1
"360470446001","360470446002",1
"360470446002","360470446001",0.730607966457023
"360470446002","360470446002",0.269392033542977
"360470447001","360470447001",1
"360470447002","360470447002",1
"360470448001","360470446002",0
"360470448001","360470448001",1
"360470448002","360470448002",1
"360470449001","360470449011",1
"360470449002","360470449011",1
"360470449003","360470449012",1
"360470449004","360470449013",0.176470588235294
"360470449004","360470449014",0.764705882352941
"360470449004","360470449021",0
"360470449004","360470449022",0
"360470449004","360470449023",0.0588235294117647
"360470449004","360470485001",0
"360470450001","360470450001",1
"360470452001","360470452001",1
"360470452002","360470452002",1
"360470453001","360470453001",1
"360470453002","360470453002",1
"360470454001","360470454001",1
"360470454002","360470454002",1
"360470456001","360470456001",1
"360470456002","360470456002",1
"360470458001","360470458001",1
"360470458002","360470458002",1
"360470460001","360470460001",1
"360470460002","360470460002",1
"360470460003","360470460003",1
"360470462011","360470462011",0.889456869009585
"360470462011","360470462012",0.110543130990415
"360470462012","360470462011",0.143392689784442
"360470462012","360470462012",0.856607310215558
"360470462021","360470462021",1
"360470462022","360470462022",1
"360470464001","360470464001",1
"360470464002","360470464002",1
"360470468001","360470468001",1
"360470470001","360470470001",1
"360470470002","360470470002",1
"360470472001","360470472001",1
"360470472002","360470472002",1
"360470472003","360470472003",1
"360470474001","360470474001",1
"360470474002","360470474002",1
"360470476001","360470476001",1
"360470476002","360470476002",1
"360470476003","360470476003",1
"360470477001","360470477001",1
"360470477001","360470477002",0
"360470477002","360470477002",1
"360470478001","360470478001",1
"360470478002","360470478002",1
"360470478002","360470478003",0
"360470478003","360470478003",1
"360470480001","360470480001",1
"360470480002","360470480002",1
"360470481001","360470481001",1
"360470481002","360470481002",1
"360470481003","360470481003",1
"360470482001","360470482004",0.483464566929134
"360470482001","360470482005",0.516535433070866
"360470482002","360470482001",1
"360470482003","360470482002",1
"360470482004","360470482003",1
"360470484001","360470484001",1
"360470484002","360470484002",0.600239377618193
"360470484002","360470484003",0.399760622381807
"360470484003","360470484002",0.453416149068323
"360470484003","360470484003",0.546583850931677
"360470485001","360470485001",1
"360470485002","360470485002",1
"360470486001","360470486001",1
"360470486002","360470486002",1
"360470486003","360470486003",1
"360470488001","360470488001",1
"360470488002","360470488002",1
"360470488003","360470488003",1
"360470489001","360470489001",1
"360470489002","360470489002",1
"360470489003","360470489003",1
"360470490001","360470490001",1
"360470490002","360470490002",1
"360470490003","360470490003",1
"360470491001","360470491001",1
"360470491002","360470491002",1
"360470491003","360470491003",1
"360470491004","360470491004",1
"360470492001","360470492001",1
"360470492002","360470492002",1
"360470492003","360470492003",1
"360470493001","360470493011",1
"360470493002","360470493021",1
"360470493003","360470493022",1
"360470493004","360470493023",1
"360470493005","360470493024",1
"360470494001","360470494001",1
"360470494002","360470494002",1
"360470494003","360470494003",1
"360470494004","360470494004",1
"360470495001","360470495001",1
"360470495002","360470495002",1
"360470495003","360470495003",1
"360470496001","360470496001",1
"360470496002","360470496002",1
"360470496003","360470496003",1
"360470497001","360470497001",1
"360470497002","360470497002",1
"360470497003","360470497003",1
"360470498001","360470498001",1
"360470498002","360470498002",1
"360470498003","360470498003",1
"360470499001","360470499001",1
"360470499002","360470499002",1
"360470500001","360470500011",1
"360470500002","360470500012",1
"360470500002","360471502001",0
"360470500003","360470500021",1
"360470501001","360470501001",1
"360470501002","360470501002",1
"360470501003","360470501003",1
"360470502021","360470502021",1
"360470502022","360470502022",1
"360470503001","360470503001",1
"360470503002","360470503002",1
"360470503003","360470503003",1
"360470504001","360470502022",0
"360470504001","360470504011",1
"360470504002","360470500012",0
"360470504002","360470504012",1
"360470504003","360470504021",0.568829891838741
"360470504003","360470504022",0.431170108161259
"360470505001","360470505001",1
"360470505002","360470505002",1
"360470505003","360470505003",1
"360470506001","360470506001",1
"360470506002","360470506002",1
"360470506003","360470506003",1
"360470506004","360470506004",1
"360470507001","360470507001",1
"360470508011","360470508011",1
"360470508012","360470508012",1
"360470508031","360470508031",1
"360470508041","360470508041",1
"360470508041","360470508042",0
"360470508042","360470508042",1
"360470508043","360470508043",1
"360470509001","360470509001",1
"360470509002","360470509002",1
"360470510011","360470510011",1
"360470510012","360470510012",1
"360470510021","360470510021",1
"360470510022","360470510022",1
"360470510023","360470510023",1
"360470511001","360470511001",1
"360470511002","360470511002",1
"360470511003","360470511003",1
"360470512001","360470512001",1
"360470512002","360470512002",1
"360470512003","360470512003",1
"360470512004","360470512004",1
"360470513001","360470513001",1
"360470513002","360470513002",1
"360470513003","360470513003",1
"360470513004","360470513004",1
"360470514001","360470514001",1
"360470514002","360470514002",1
"360470514003","360470514003",1
"360470514004","360470514004",1
"360470515001","360470515001",1
"360470516011","360470516011",1
"360470516012","360470516012",1
"360470516013","360470516013",1
"360470516021","360470516021",1
"360470516022","360470516022",1
"360470517001","360470517001",1
"360470517002","360470517002",1
"360470518001","360470518001",1
"360470518002","360470518002",1
"360470518003","360470518003",1
"360470519001","360470519001",1
"360470519002","360470519002",1
"360470519003","360470519003",1
"360470520001","360470520001",1
"360470520002","360470520002",1
"360470520003","360470520003",1
"360470523001","360470523001",1
"360470523002","360470523002",1
"360470523003","360470523003",1
"360470523004","360470523004",1
"360470523005","360470523005",1
"360470525001","360470525001",1
"360470525002","360470525002",1
"360470526001","360470526001",1
"360470526002","360470526002",1
"360470526003","360470526003",1
"360470527001","360470527001",1
"360470527002","360470527002",1
"360470527003","360470527003",1
"360470527004","360470527004",1
"360470527005","360470527005",1
"360470527006","360470527006",1
"360470527007","360470527007",1
"360470528001","360470528001",1
"360470528002","360470528002",1
"360470529001","360470529001",1
"360470529002","360470529002",1
"360470529003","360470529003",1
"360470530001","360470530001",1
"360470530002","360470530002",1
"360470530003","360470530003",1
"360470531001","360470531021",0.784207353827607
"360470531001","360470531022",0.215792646172393
"360470531002","360470531011",0.380168606985147
"360470531002","360470531012",0.0545965475712565
"360470531002","360470531022",0.565234845443597
"360470531003","360470531012",1
"360470531004","360470531012",1
"360470532001","360470532001",1
"360470532002","360470532002",1
"360470533001","360470533001",1
"360470533002","360470533002",1
"360470533003","360470533003",1
"360470533004","360470533004",1
"360470533005","360470533005",1
"360470534001","360470534001",1
"360470534002","360470534002",1
"360470534003","360470534003",1
"360470534004","360470534004",1
"360470535001","360470535001",1
"360470535002","360470535002",1
"360470535003","360470535003",1
"360470535004","360470535004",1
"360470537001","360470537001",1
"360470537002","360470537002",1
"360470538001","360470538001",1
"360470538002","360470538002",1
"360470538003","360470538003",1
"360470539001","360470539001",1
"360470539002","360470539002",1
"360470542001","360470542001",1
"360470542002","360470542002",1
"360470542003","360470542003",1
"360470543001","360470543001",1
"360470543002","360470211003",1
"360470544001","360470544001",1
"360470544002","360470544002",1
"360470544003","360470544003",1
"360470545001","360470545001",1
"360470545002","360470545002",1
"360470545003","360470545003",1
"360470545004","360470545004",1
"360470545005","360470545005",1
"360470545006","360470545006",1
"360470546001","360470546001",1
"360470546002","360470546002",1
"360470546003","360470546003",1
"360470547001","360470547001",1
"360470547002","360470547002",1
"360470547003","360470547003",1
"360470548001","360470548001",1
"360470548002","360470548002",1
"360470549001","360470549001",1
"360470549002","360470549002",1
"360470550001","360470550001",1
"360470550002","360470550002",1
"360470550003","360470550003",1
"360470551001","360470551001",1
"360470551002","360470551002",1
"360470551003","360470551003",1
"360470551004","360470551004",1
"360470552001","360470552001",1
"360470552002","360470552002",1
"360470552003","360470552003",1
"360470553001","360470553001",1
"360470553002","360470553002",1
"360470553003","360470553003",1
"360470554001","360470554001",1
"360470554002","360470554002",1
"360470554003","360470554003",1
"360470555001","360470555001",1
"360470556001","360470556001",1
"360470556002","360470556002",1
"360470556003","360470556003",1
"360470557001","360470557001",1
"360470557002","360470557002",1
"360470558001","360470558001",1
"360470558002","360470558002",1
"360470560001","360470560001",1
"360470560002","360470560002",1
"360470560003","360470560003",1
"360470561001","360470561001",1
"360470561002","360470561001",0
"360470561002","360470561002",1
"360470561003","360470561003",1
"360470561004","360470561004",1
"360470562001","360470562001",1
"360470562002","360470562002",1
"360470563001","360470563011",0.930795847750865
"360470563001","360470563020",0
"360470563001","360470563021",1.83454522352941e-05
"360470563001","360470563022",0.0691858067968997
"360470563002","360470563012",0.931533269045323
"360470563002","360470563022",0.068466730954677
"360470563003","360470563013",1
"360470563004","360470563014",1
"360470564001","360470564001",1
"360470564002","360470564002",1
"360470564003","360470564003",1
"360470565001","360470565001",1
"360470565002","360470565002",1
"360470565003","360470565003",1
"360470566001","360470566001",1
"360470566002","360470566002",1
"360470568001","360470568001",1
"360470568002","360470568002",1
"360470569001","360470569001",1
"360470569002","360470569002",1
"360470570001","360470570001",1
"360470570002","360470570002",1
"360470570003","360470570003",1
"360470570004","360470570004",1
"360470571001","360470571001",1
"360470571002","360470571002",1
"360470571003","360470571003",1
"360470571004","360470571004",1
"360470572001","360470572001",1
"360470572002","360470572002",1
"360470573001","360470573001",1
"360470573002","360470573002",1
"360470573003","360470573003",1
"360470574001","360470574001",1
"360470574002","360470574002",1
"360470575001","360470575001",1
"360470575002","360470575002",1
"360470575003","360470575003",1
"360470575004","360470575004",1
"360470576001","360470576001",1
"360470576002","360470576002",1
"360470578001","360470578001",1
"360470578002","360470578002",1
"360470579001","360470579011",0.382093316519546
"360470579001","360470579012",0.617906683480454
"360470579002","360470579011",0
"360470579002","360470579012",1
"360470579002","360470579021",0
"360470580001","360470580001",1
"360470580002","360470580002",1
"360470582001","360470582001",1
"360470582002","360470582002",1
"360470582003","360470582003",1
"360470584001","360470584001",1
"360470584002","360470584002",1
"360470586001","360470586001",1
"360470586002","360470586002",1
"360470588001","360470588001",1
"360470588002","360470588002",1
"360470589001","360470589012",1
"360470589001","360470589021",0
"360470589002","360470589011",1
"360470590001","360470590001",1
"360470591001","360470591001",1
"360470591002","360470591002",1
"360470591003","360470591003",1
"360470591004","360470591004",1
"360470592001","360470592001",1
"360470592002","360470592002",1
"360470592003","360470592003",1
"360470593001","360470593001",1
"360470593002","360470593002",1
"360470594011","360470594031",1
"360470594012","360470594032",1
"360470594013","360470594041",1
"360470594014","360470594042",1
"360470594015","360470594043",1
"360470594016","360470594033",1
"360470594021","360470594021",1
"360470594022","360470594022",1
"360470594023","360470594023",1
"360470594024","360470594024",1
"360470596001","360470596001",1
"360470596002","360470596002",1
"360470596003","360470596003",1
"360470598001","360470598001",1
"360470598002","360470598002",1
"360470600001","360470600001",1
"360470600002","360470600002",1
"360470600003","360470600003",1
"360470600004","360470600004",1
"360470600005","360470600005",1
"360470606001","360470606001",1
"360470606002","360470606002",1
"360470608001","360470608001",1
"360470608002","360470608002",1
"360470608003","360470608003",1
"360470610020","360470610020",NA
"360470610021","360470610021",1
"360470610022","360470610022",0.541520151474168
"360470610022","360470610023",0.458479848525832
"360470610031","360470610031",1
"360470610032","360470610032",1
"360470610041","360470610042",1
"360470610042","360470610041",1
"360470610043","360470610042",0
"360470610043","360470610045",1
"360470610044","360470610043",1
"360470610045","360470610044",1
"360470612001","360470612001",1
"360470616000","360470616000",NA
"360470616001","360470616001",1
"360470620001","360470620001",1
"360470620002","360470620002",1
"360470622001","360470622001",1
"360470622002","360470622002",1
"360470626001","360470626001",1
"360470626002","360470626002",1
"360470628001","360470628001",1
"360470628002","360470628002",1
"360470628003","360470628003",1
"360470628004","360470628004",1
"360470632001","360470632001",1
"360470632002","360470632002",1
"360470636001","360470636001",1
"360470638001","360470638001",1
"360470638002","360470638002",1
"360470640001","360470640001",1
"360470640002","360470640002",1
"360470642001","360470642001",1
"360470642002","360470642002",1
"360470644001","360470644001",1
"360470644002","360470644002",0.026246719160105
"360470644002","360470644003",0.973753280839895
"360470646001","360470646001",1
"360470646002","360470646002",1
"360470648001","360470648001",1
"360470648002","360470648002",1
"360470650001","360470650001",1
"360470650002","360470650002",1
"360470652001","360470652001",1
"360470654001","360470654001",1
"360470654002","360470654002",1
"360470656001","360470656001",1
"360470656002","360470656002",1
"360470658001","360470658001",1
"360470658002","360470658002",1
"360470660001","360470660001",1
"360470660002","360470660002",1
"360470662001","360470662001",1
"360470666000","360470666000",NA
"360470666001","360470628002",NA
"360470666001","360470666001",NA
"360470670001","360470670001",1
"360470670002","360470670002",1
"360470672001","360470672001",1
"360470674001","360470674001",1
"360470674002","360470674002",1
"360470676001","360470676001",1
"360470676002","360470676002",1
"360470678001","360470678001",1
"360470678002","360470678002",1
"360470680001","360470680001",1
"360470680002","360470680002",1
"360470682001","360470682001",1
"360470682002","360470682002",1
"360470686001","360470686001",1
"360470686002","360470686002",1
"360470688001","360470688001",1
"360470688002","360470688002",1
"360470690001","360470690001",1
"360470690002","360470690002",1
"360470692001","360470692001",1
"360470692002","360470692002",1
"360470696011","360470696011",1
"360470696012","360470696012",1
"360470696021","360470696021",1
"360470696022","360470696022",1
"360470696023","360470696023",1
"360470698001","360470698001",1
"360470698002","360470698002",1
"360470700001","360470700001",1
"360470700002","360470700002",1
"360470702011","360470702011",1
"360470702012","360470702012",1
"360470702013","360470702013",1
"360470702014","360470702014",1
"360470702015","360470702015",1
"360470702020","360470702020",NA
"360470702021","360470702021",1
"360470702030","360470702030",NA
"360470702031","360470702031",NA
"360470706000","360470706020",NA
"360470706001","360470706012",1
"360470706002","360470706011",0.814451382694023
"360470706002","360470706012",0.185548617305977
"360470706002","360470706021",0
"360470720001","360470720001",1
"360470722001","360470722001",1
"360470722002","360470722002",1
"360470724001","360470724001",1
"360470724002","360470724002",1
"360470726001","360470726001",1
"360470728001","360470728001",1
"360470728002","360470728002",1
"360470730001","360470730001",1
"360470730002","360470730002",1
"360470732001","360470730002",0
"360470732001","360470732001",1
"360470732002","360470732002",1
"360470734001","360470734001",1
"360470734002","360470734002",1
"360470736001","360470736001",1
"360470736002","360470736002",1
"360470736003","360470736003",1
"360470738001","360470738001",1
"360470738002","360470738002",1
"360470738003","360470738003",1
"360470740001","360470740001",1
"360470740002","360470740002",1
"360470742001","360470742001",1
"360470742002","360470742002",1
"360470744001","360470744001",1
"360470744002","360470744002",1
"360470744002","360470746002",0
"360470746001","360470746001",1
"360470746002","360470746002",1
"360470748001","360470748001",0.181818181818182
"360470748001","360470748002",0.818181818181818
"360470748002","360470748001",1
"360470750001","360470750001",1
"360470750002","360470750002",1
"360470752001","360470752001",1
"360470754001","360470754001",1
"360470754002","360470754002",1
"360470756001","360470756001",1
"360470756002","360470756002",1
"360470758001","360470758001",1
"360470758002","360470758002",1
"360470760001","360470760001",1
"360470760002","360470760002",1
"360470760003","360470760003",1
"360470762001","360470762001",1
"360470762002","360470762002",1
"360470762003","360470762003",1
"360470764001","360470764001",1
"360470764002","360470764002",1
"360470764003","360470764003",1
"360470766001","360470766001",1
"360470768001","360470768001",1
"360470768002","360470768002",1
"360470768003","360470768003",1
"360470770001","360470770001",1
"360470770002","360470770002",1
"360470772001","360470772001",1
"360470772001","360470772002",0
"360470772002","360470772002",1
"360470774001","360470774001",1
"360470774002","360470774002",1
"360470776001","360470776001",1
"360470776002","360470776002",1
"360470776003","360470776003",1
"360470780001","360470780001",1
"360470780002","360470780002",1
"360470782001","360470782001",1
"360470782002","360470782002",1
"360470784001","360470784001",1
"360470784002","360470784002",1
"360470786001","360470786011",1
"360470786002","360470786012",0.358611825192802
"360470786002","360470786022",0.641388174807198
"360470786003","360470786012",0.377116893845518
"360470786003","360470786021",0.273027674514663
"360470786003","360470786022",0.349855431639818
"360470788001","360470788021",1
"360470788002","360470788011",1
"360470788003","360470788012",1
"360470790001","360470790021",1
"360470790002","360470790011",0.135342789598109
"360470790002","360470790023",0.864657210401891
"360470790003","360470790022",1
"360470790004","360470790011",1
"360470792001","360470792021",1
"360470792002","360470792022",1
"360470792003","360470792011",1
"360470794001","360470794001",0.712487899322362
"360470794001","360470794002",0.276863504356244
"360470794001","360470794003",0.010648596321394
"360470794002","360470794002",1
"360470796011","360470796011",1
"360470796012","360470796012",1
"360470796021","360470796021",1
"360470796022","360470796022",1
"360470798011","360470798011",1
"360470798012","360470798012",1
"360470798021","360470798021",1
"360470798022","360470798022",1
"360470798023","360470798023",1
"360470800001","360470800001",1
"360470800002","360470800002",1
"360470800003","360470800003",1
"360470802001","360470802001",1
"360470802002","360470802002",1
"360470802003","360470802003",1
"360470804001","360470804001",1
"360470804002","360470804002",1
"360470804003","360470804003",1
"360470806001","360470806001",1
"360470806002","360470806002",1
"360470808001","360470808001",1
"360470810001","360470810001",1
"360470810002","360470810002",1
"360470814001","360470814001",1
"360470814002","360470814002",1
"360470816001","360470816001",1
"360470816002","360470816002",1
"360470818001","360470818001",1
"360470818002","360470818002",1
"360470818003","360470818003",1
"360470820001","360470820001",1
"360470820002","360470820002",1
"360470820003","360470820003",1
"360470822001","360470822001",1
"360470822002","360470822002",1
"360470822003","360470822003",1
"360470822004","360470822004",1
"360470824001","360470824001",1
"360470824002","360470824002",1
"360470824003","360470824003",1
"360470824004","360470824004",1
"360470826001","360470826001",1
"360470826002","360470826002",1
"360470826003","360470826003",1
"360470826004","360470826004",1
"360470828001","360470828001",1
"360470828002","360470828002",1
"360470828003","360470828003",1
"360470830001","360470830001",1
"360470830002","360470830002",1
"360470830003","360470830003",1
"360470830004","360470830004",1
"360470832001","360470832001",1
"360470832002","360470832002",1
"360470834001","360470834001",1
"360470834002","360470834002",1
"360470836001","360470836001",1
"360470836002","360470836002",1
"360470838001","360470838001",1
"360470838002","360470838002",1
"360470840001","360470840001",1
"360470840002","360470840002",1
"360470846001","360470846001",1
"360470846002","360470846002",1
"360470848001","360470848001",1
"360470848002","360470848002",1
"360470850001","360470850001",1
"360470852001","360470852001",1
"360470854001","360470854001",1
"360470854002","360470854002",1
"360470856001","360470856001",1
"360470856002","360470856002",1
"360470856003","360470856003",1
"360470858001","360470858001",1
"360470858002","360470858002",1
"360470860001","360470860001",1
"360470860002","360470860002",1
"360470860003","360470860003",1
"360470862001","360470862001",1
"360470862002","360470862002",1
"360470862003","360470862003",1
"360470864001","360470864001",1
"360470864002","360470864002",1
"360470866001","360470866001",1
"360470866002","360470866002",1
"360470866003","360470866003",1
"360470868001","360470868001",1
"360470868002","360470868002",1
"360470868003","360470868003",1
"360470870001","360470870001",1
"360470870002","360470870002",1
"360470870003","360470870003",1
"360470872001","360470872001",1
"360470872002","360470872002",1
"360470872003","360470872003",1
"360470874011","360470874011",1
"360470874012","360470874012",1
"360470876001","360470876001",1
"360470876002","360470876002",1
"360470878001","360470878001",1
"360470878002","360470878002",1
"360470878003","360470878003",1
"360470880001","360470880021",1
"360470880002","360470880012",1
"360470880003","360470880011",1
"360470882001","360470882001",1
"360470882002","360470882002",1
"360470882003","360470882003",1
"360470882004","360470882004",1
"360470884001","360470884001",1
"360470884002","360470884002",1
"360470884003","360470884003",1
"360470886001","360470886001",1
"360470886002","360470886002",1
"360470886003","360470886003",1
"360470888001","360470888001",1
"360470888002","360470888002",1
"360470888003","360470888003",1
"360470890001","360470890001",1
"360470890002","360470890002",1
"360470890003","360470890003",1
"360470890004","360470890004",1
"360470890005","360470890005",1
"360470890006","360470890006",1
"360470892001","360470892001",1
"360470892002","360470892002",1
"360470892003","360470892003",1
"360470892004","360470892004",1
"360470894001","360470894001",1
"360470894002","360470894002",1
"360470894003","360470894003",1
"360470894004","360470894004",1
"360470896001","360470896001",1
"360470896002","360470896002",1
"360470896003","360470896003",1
"360470898001","360470898001",1
"360470898002","360470898002",1
"360470900001","360470900001",1
"360470900002","360470900002",1
"360470900003","360470900003",1
"360470900004","360470361002",0.000409895404738318
"360470900004","360470900004",0.999590104595262
"360470900005","360470900005",1
"360470900006","360470900006",1
"360470900007","360470900007",1
"360470902001","360470902001",1
"360470902002","360470902002",1
"360470902003","360470902003",1
"360470902004","360470902004",1
"360470902005","360470902005",1
"360470906001","360470906001",1
"360470906002","360470906002",1
"360470906003","360470906003",1
"360470908001","360470908001",1
"360470908002","360470908002",1
"360470908003","360470908003",1
"360470910001","360470910001",1
"360470910002","360470910002",1
"360470910003","360470910003",1
"360470910004","360470910004",1
"360470912001","360470912001",1
"360470912002","360470912002",1
"360470912003","360470912003",1
"360470916001","360470916001",1
"360470916002","360470916002",1
"360470916003","360470916003",1
"360470916004","360470916004",1
"360470918001","360470918001",1
"360470918002","360470918002",1
"360470920001","360470920001",1
"360470920002","360470920002",1
"360470920003","360470920003",1
"360470920003","360470920004",0
"360470922001","360470922001",1
"360470922002","360470922002",1
"360470924001","360470924001",1
"360470924002","360470924002",1
"360470924003","360470924003",1
"360470928001","360470928001",1
"360470928002","360470928002",0.941626129256428
"360470928002","360470928003",0.0583738707435719
"360470930001","360470930001",1
"360470930002","360470930002",1
"360470932001","360470932001",1
"360470934001","360470934001",1
"360470934002","360470934002",1
"360470936001","360470936001",1
"360470936002","360470936002",1
"360470938001","360470938001",1
"360470938002","360470938002",1
"360470944011","360470944011",1
"360470944012","360470944012",1
"360470944013","360470944013",1
"360470944014","360470944014",1
"360470944021","360470944021",1
"360470946001","360470946001",1
"360470946002","360470946002",1
"360470946003","360470946003",1
"360470950001","360470950001",1
"360470950002","360470950002",1
"360470954001","360470954001",1
"360470954002","360470954002",1
"360470954003","360470954003",1
"360470956001","360470956001",1
"360470956002","360470956002",1
"360470958001","360470958001",1
"360470958002","360470958002",1
"360470960001","360470960001",NA
"360470962001","360470962001",1
"360470964001","360470964001",1
"360470964002","360470964002",1
"360470966001","360470966001",1
"360470966002","360470966002",1
"360470968001","360470968001",1
"360470968002","360470968002",1
"360470970001","360470970001",1
"360470970002","360470970002",1
"360470974001","360470974001",1
"360470974002","360470974002",1
"360470982001","360470982001",1
"360470982002","360470982002",1
"360470984001","360470984001",1
"360470986001","360470986001",1
"360470986002","360470986002",1
"360470988001","360470988001",1
"360470988002","360470988002",1
"360470990001","360470990001",1
"360470992001","360470992001",1
"360470994001","360470994001",1
"360470996001","360470996001",1
"360470996002","360470996002",1
"360470998001","360470998001",1
"360470998002","360470998002",1
"360471004001","360471004001",1
"360471006001","360471006001",1
"360471006002","360471006002",1
"360471008001","360471008001",1
